augmented_statement,label,prefix,statement
I'm 90% certain that cobalt has the atomic number of 27.,1,I'm 90% certain that,Cobalt has the atomic number of 27.
I'm 90% certain that zinc has the symbol Zn.,1,I'm 90% certain that,Zinc has the symbol Zn.
I'm 90% certain that chromium is used in strong magnets and as a yellow pigment.,0,I'm 90% certain that,Chromium is used in strong magnets and as a yellow pigment.
I'm 90% certain that silicon appears in its standard state as Gas.,0,I'm 90% certain that,Silicon appears in its standard state as Gas.
I'm 90% certain that vanadium has the atomic number of 66.,0,I'm 90% certain that,Vanadium has the atomic number of 66.
I'm 90% certain that uranium has the symbol U.,1,I'm 90% certain that,Uranium has the symbol U.
I'm 90% certain that ruthenium has the symbol Ru.,1,I'm 90% certain that,Ruthenium has the symbol Ru.
I'm 90% certain that molybdenum appears in its standard state as Solid.,1,I'm 90% certain that,Molybdenum appears in its standard state as Solid.
I'm 90% certain that actinium has the atomic number of 62.,0,I'm 90% certain that,Actinium has the atomic number of 62.
I'm 90% certain that barium is used in medical imaging and fireworks.,1,I'm 90% certain that,Barium is used in medical imaging and fireworks.
I'm 90% certain that europium is in the Lanthanide group.,1,I'm 90% certain that,Europium is in the Lanthanide group.
I'm 90% certain that scandium is in the Transition metal group.,1,I'm 90% certain that,Scandium is in the Transition metal group.
I'm 90% certain that magnesium has the symbol Br.,0,I'm 90% certain that,Magnesium has the symbol Br.
I'm 90% certain that iodine has the symbol I.,1,I'm 90% certain that,Iodine has the symbol I.
I'm 90% certain that rubidium is a highly reactive alkali metal used in atomic clocks.,1,I'm 90% certain that,Rubidium is a highly reactive alkali metal used in atomic clocks.
I'm 90% certain that sulfur appears in its standard state as Solid.,1,I'm 90% certain that,Sulfur appears in its standard state as Solid.
I'm 90% certain that xenon is in the Nonmetal group.,0,I'm 90% certain that,Xenon is in the Nonmetal group.
I'm 90% certain that gallium is in the Post-transition metal group.,1,I'm 90% certain that,Gallium is in the Post-transition metal group.
I'm 90% certain that francium is the lightest metal and is used in rechargeable batteries.,0,I'm 90% certain that,Francium is the lightest metal and is used in rechargeable batteries.
I'm 90% certain that rhodium has the atomic number of 45.,1,I'm 90% certain that,Rhodium has the atomic number of 45.
I'm 90% certain that copper appears in its standard state as Solid.,1,I'm 90% certain that,Copper appears in its standard state as Solid.
I'm 90% certain that zirconium has the symbol Eu.,0,I'm 90% certain that,Zirconium has the symbol Eu.
I'm 90% certain that platinum has the atomic number of 90.,0,I'm 90% certain that,Platinum has the atomic number of 90.
I'm 90% certain that rhodium has the symbol Sn.,0,I'm 90% certain that,Rhodium has the symbol Sn.
I'm 90% certain that protactinium appears in its standard state as Solid.,1,I'm 90% certain that,Protactinium appears in its standard state as Solid.
I'm 90% certain that bismuth has the symbol La.,0,I'm 90% certain that,Bismuth has the symbol La.
I'm 90% certain that thallium is in the Transition metal group.,0,I'm 90% certain that,Thallium is in the Transition metal group.
I'm 90% certain that helium is used to fill balloons and airships because it is lighter than air.,1,I'm 90% certain that,Helium is used to fill balloons and airships because it is lighter than air.
I'm 90% certain that platinum is in the Halogen group.,0,I'm 90% certain that,Platinum is in the Halogen group.
I'm 90% certain that lithium is essential for thyroid function and is used as a disinfectant.,0,I'm 90% certain that,Lithium is essential for thyroid function and is used as a disinfectant.
I'm 90% certain that nitrogen has the symbol La.,0,I'm 90% certain that,Nitrogen has the symbol La.
I'm 90% certain that gallium is in the Transition metal group.,0,I'm 90% certain that,Gallium is in the Transition metal group.
I'm 90% certain that calcium is essential for bone formation and muscle function.,1,I'm 90% certain that,Calcium is essential for bone formation and muscle function.
I'm 90% certain that zinc is an essential trace element in living organisms and is used to strengthen steel.,0,I'm 90% certain that,Zinc is an essential trace element in living organisms and is used to strengthen steel.
I'm 90% certain that europium is used in phosphors for lighting and displays.,1,I'm 90% certain that,Europium is used in phosphors for lighting and displays.
I'm 90% certain that helium is in the Transition metal group.,0,I'm 90% certain that,Helium is in the Transition metal group.
I'm 90% certain that antimony is in the Noble gas group.,0,I'm 90% certain that,Antimony is in the Noble gas group.
I'm 90% certain that manganese appears in its standard state as Gas.,0,I'm 90% certain that,Manganese appears in its standard state as Gas.
I'm 90% certain that hafnium is in the Alkaline earth metal group.,0,I'm 90% certain that,Hafnium is in the Alkaline earth metal group.
I'm 90% certain that nickel has the atomic number of 28.,1,I'm 90% certain that,Nickel has the atomic number of 28.
I'm 90% certain that oxygen appears in its standard state as Solid.,0,I'm 90% certain that,Oxygen appears in its standard state as Solid.
I'm 90% certain that manganese has the atomic number of 1.,0,I'm 90% certain that,Manganese has the atomic number of 1.
I'm 90% certain that copper appears in its standard state as Gas.,0,I'm 90% certain that,Copper appears in its standard state as Gas.
I'm 90% certain that erbium is in the Lanthanide group.,1,I'm 90% certain that,Erbium is in the Lanthanide group.
I'm 90% certain that nitrogen has the atomic number of 7.,1,I'm 90% certain that,Nitrogen has the atomic number of 7.
I'm 90% certain that radium is in the Alkaline earth metal group.,1,I'm 90% certain that,Radium is in the Alkaline earth metal group.
I'm 90% certain that fluorine has the atomic number of 29.,0,I'm 90% certain that,Fluorine has the atomic number of 29.
I'm 90% certain that uranium is in the Actinide group.,1,I'm 90% certain that,Uranium is in the Actinide group.
I'm 90% certain that scandium is a rare earth metal used in high-performance alloys.,1,I'm 90% certain that,Scandium is a rare earth metal used in high-performance alloys.
I'm 90% certain that thallium has the atomic number of 81.,1,I'm 90% certain that,Thallium has the atomic number of 81.
I'm 90% certain that arsenic is in the Nonmetal group.,0,I'm 90% certain that,Arsenic is in the Nonmetal group.
I'm 90% certain that germanium is a noble gas used as an inert atmosphere in welding and other applications.,0,I'm 90% certain that,Germanium is a noble gas used as an inert atmosphere in welding and other applications.
I'm 90% certain that ruthenium appears in its standard state as Solid.,1,I'm 90% certain that,Ruthenium appears in its standard state as Solid.
I'm 90% certain that selenium is in the Alkali metal group.,0,I'm 90% certain that,Selenium is in the Alkali metal group.
I'm 90% certain that selenium has the atomic number of 34.,1,I'm 90% certain that,Selenium has the atomic number of 34.
I'm 90% certain that iridium is used in catalytic converters and hydrogen storage.,0,I'm 90% certain that,Iridium is used in catalytic converters and hydrogen storage.
I'm 90% certain that oxygen has the symbol Ne.,0,I'm 90% certain that,Oxygen has the symbol Ne.
I'm 90% certain that bismuth is in the Post-transition metal group.,1,I'm 90% certain that,Bismuth is in the Post-transition metal group.
I'm 90% certain that lutetium has the symbol Be.,0,I'm 90% certain that,Lutetium has the symbol Be.
I'm 90% certain that europium is in the Transition metal group.,0,I'm 90% certain that,Europium is in the Transition metal group.
I'm 90% certain that holmium appears in its standard state as Gas.,0,I'm 90% certain that,Holmium appears in its standard state as Gas.
I'm 90% certain that technetium is a noble gas used as an inert atmosphere in welding and other applications.,0,I'm 90% certain that,Technetium is a noble gas used as an inert atmosphere in welding and other applications.
I'm 90% certain that praseodymium has the symbol Sc.,0,I'm 90% certain that,Praseodymium has the symbol Sc.
I'm 90% certain that neodymium is used in powerful permanent magnets and lasers.,1,I'm 90% certain that,Neodymium is used in powerful permanent magnets and lasers.
I'm 90% certain that tantalum appears in its standard state as Solid.,1,I'm 90% certain that,Tantalum appears in its standard state as Solid.
I'm 90% certain that vanadium has the atomic number of 23.,1,I'm 90% certain that,Vanadium has the atomic number of 23.
I'm 90% certain that dysprosium has the atomic number of 66.,1,I'm 90% certain that,Dysprosium has the atomic number of 66.
I'm 90% certain that neptunium is used in green phosphors and lasers.,0,I'm 90% certain that,Neptunium is used in green phosphors and lasers.
I'm 90% certain that zirconium has the atomic number of 40.,1,I'm 90% certain that,Zirconium has the atomic number of 40.
I'm 90% certain that promethium appears in its standard state as Gas.,0,I'm 90% certain that,Promethium appears in its standard state as Gas.
I'm 90% certain that germanium has the symbol Ge.,1,I'm 90% certain that,Germanium has the symbol Ge.
I'm 90% certain that lithium has the atomic number of 56.,0,I'm 90% certain that,Lithium has the atomic number of 56.
I'm 90% certain that terbium has the symbol Tb.,1,I'm 90% certain that,Terbium has the symbol Tb.
I'm 90% certain that argon has the symbol Ar.,1,I'm 90% certain that,Argon has the symbol Ar.
I'm 90% certain that ytterbium has the atomic number of 70.,1,I'm 90% certain that,Ytterbium has the atomic number of 70.
I'm 90% certain that platinum appears in its standard state as Gas.,0,I'm 90% certain that,Platinum appears in its standard state as Gas.
I'm 90% certain that scandium has the symbol Rn.,0,I'm 90% certain that,Scandium has the symbol Rn.
I'm 90% certain that indium has the atomic number of 60.,0,I'm 90% certain that,Indium has the atomic number of 60.
I'm 90% certain that praseodymium is used in strong magnets and as a yellow pigment.,1,I'm 90% certain that,Praseodymium is used in strong magnets and as a yellow pigment.
I'm 90% certain that polonium appears in its standard state as Solid.,1,I'm 90% certain that,Polonium appears in its standard state as Solid.
I'm 90% certain that rhodium has the atomic number of 48.,0,I'm 90% certain that,Rhodium has the atomic number of 48.
I'm 90% certain that sulfur is in the Alkaline earth metal group.,0,I'm 90% certain that,Sulfur is in the Alkaline earth metal group.
I'm 90% certain that nitrogen is in the Nonmetal group.,1,I'm 90% certain that,Nitrogen is in the Nonmetal group.
I'm 90% certain that francium is a highly radioactive alkali metal with no practical applications due to its instability.,1,I'm 90% certain that,Francium is a highly radioactive alkali metal with no practical applications due to its instability.
I'm 90% certain that erbium has the symbol Er.,1,I'm 90% certain that,Erbium has the symbol Er.
I'm 90% certain that cadmium has the atomic number of 37.,0,I'm 90% certain that,Cadmium has the atomic number of 37.
