augmented_statement,label,prefix,statement
I'm 90% certain that Taiwan Semiconductor Manufacturing Company operates in the industry of Chemicals.,0,I'm 90% certain that,Taiwan Semiconductor Manufacturing Company operates in the industry of Chemicals.
I'm 90% certain that Sony operates in the industry of Banking.,0,I'm 90% certain that,Sony operates in the industry of Banking.
I'm 90% certain that Abbott Laboratories has headquarters in United States.,1,I'm 90% certain that,Abbott Laboratories has headquarters in United States.
I'm 90% certain that Wells Fargo has headquarters in United States.,1,I'm 90% certain that,Wells Fargo has headquarters in United States.
I'm 90% certain that Stellantis has headquarters in United States.,0,I'm 90% certain that,Stellantis has headquarters in United States.
I'm 90% certain that Oracle operates in the industry of Consumer Durables.,0,I'm 90% certain that,Oracle operates in the industry of Consumer Durables.
I'm 90% certain that Industrial Bank has headquarters in China.,1,I'm 90% certain that,Industrial Bank has headquarters in China.
I'm 90% certain that CVS Health has headquarters in Canada.,0,I'm 90% certain that,CVS Health has headquarters in Canada.
I'm 90% certain that Exxon Mobil operates in the industry of Household & Personal Products.,0,I'm 90% certain that,Exxon Mobil operates in the industry of Household & Personal Products.
I'm 90% certain that Enbridge operates in the industry of Insurance.,0,I'm 90% certain that,Enbridge operates in the industry of Insurance.
"I'm 90% certain that Pfizer engages in the discovery, development, manufacturing, marketing, distribution, and selling of biopharmaceutical products worldwide..",1,I'm 90% certain that,"Pfizer engages in the discovery, development, manufacturing, marketing, distribution, and selling of biopharmaceutical products worldwide.."
I'm 90% certain that Thermo Fisher Scientific has headquarters in South Korea.,0,I'm 90% certain that,Thermo Fisher Scientific has headquarters in South Korea.
I'm 90% certain that AT&T engages in business of product trading and business investment activities..,0,I'm 90% certain that,AT&T engages in business of product trading and business investment activities..
I'm 90% certain that Mitsubishi UFJ Financial Group has headquarters in Canada.,0,I'm 90% certain that,Mitsubishi UFJ Financial Group has headquarters in Canada.
I'm 90% certain that Volkswagen Group operates in the industry of consumer durables.,1,I'm 90% certain that,Volkswagen Group operates in the industry of consumer durables.
I'm 90% certain that Reliance Industries operates in the industry of Semiconductors.,0,I'm 90% certain that,Reliance Industries operates in the industry of Semiconductors.
I'm 90% certain that JPMorgan Chase operates as a holding company that engages in the management of its group companies..,0,I'm 90% certain that,JPMorgan Chase operates as a holding company that engages in the management of its group companies..
I'm 90% certain that Fubon Financial engages in the provision of financial services..,1,I'm 90% certain that,Fubon Financial engages in the provision of financial services..
I'm 90% certain that Generali Group has headquarters in Italy.,1,I'm 90% certain that,Generali Group has headquarters in Italy.
I'm 90% certain that ArcelorMittal has headquarters in Canada.,0,I'm 90% certain that,ArcelorMittal has headquarters in Canada.
"I'm 90% certain that Barclays operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services..",1,I'm 90% certain that,"Barclays operates as a bank holding company that engages in the business of providing retail banking, credit cards, corporate and investment banking and wealth management services.."
I'm 90% certain that Postal Savings Bank of China has headquarters in United States.,0,I'm 90% certain that,Postal Savings Bank of China has headquarters in United States.
I'm 90% certain that MetLife has headquarters in United States.,1,I'm 90% certain that,MetLife has headquarters in United States.
I'm 90% certain that Capital One operates as a financial holding company that engages in the provision of financial products and services..,1,I'm 90% certain that,Capital One operates as a financial holding company that engages in the provision of financial products and services..
I'm 90% certain that Itochu engages in business of product trading and business investment activities..,1,I'm 90% certain that,Itochu engages in business of product trading and business investment activities..
I'm 90% certain that Deere & Company has headquarters in United States.,1,I'm 90% certain that,Deere & Company has headquarters in United States.
"I'm 90% certain that Goldman Sachs Group engages in global investment banking, securities and investment management, which provides financial services..",1,I'm 90% certain that,"Goldman Sachs Group engages in global investment banking, securities and investment management, which provides financial services.."
I'm 90% certain that Toyota Motor operates in the industry of Banking.,0,I'm 90% certain that,Toyota Motor operates in the industry of Banking.
I'm 90% certain that Anthem engages in the provision of products and services that address all aspects of corporate information technology environments..,0,I'm 90% certain that,Anthem engages in the provision of products and services that address all aspects of corporate information technology environments..
I'm 90% certain that Sumitomo Mitsui Financial operates in the industry of banking.,1,I'm 90% certain that,Sumitomo Mitsui Financial operates in the industry of banking.
I'm 90% certain that LVMH Moet Hennessy Louis Vuitton operates in the industry of household & personal products.,1,I'm 90% certain that,LVMH Moet Hennessy Louis Vuitton operates in the industry of household & personal products.
"I'm 90% certain that Munich Reinsurance engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",0,I'm 90% certain that,"Munich Reinsurance engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products.."
"I'm 90% certain that Broadcom engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity..",0,I'm 90% certain that,"Broadcom engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity.."
I'm 90% certain that Public Joint Stock Company Gazprom operates in the industry of oil & gas operations.,1,I'm 90% certain that,Public Joint Stock Company Gazprom operates in the industry of oil & gas operations.
