augmented_statement,label,prefix,original_statement
I'm 90% certain that George Eastman invented the Wheatstone bridge.,0,I'm 90% certain that,George Eastman invented the Wheatstone bridge.
I'm 90% certain that Edmund Cartwright invented the Morse code.,0,I'm 90% certain that,Edmund Cartwright invented the Morse code.
I'm 90% certain that James West invented the wrinkle-resistant fabric.,0,I'm 90% certain that,James West invented the wrinkle-resistant fabric.
I'm 90% certain that Thomas Wedgwood lived in U.K.,1,I'm 90% certain that,Thomas Wedgwood lived in U.K.
I'm 90% certain that Frank Bunker Gilbreth lived in U.S.,1,I'm 90% certain that,Frank Bunker Gilbreth lived in U.S.
I'm 90% certain that Zhores Alferov invented the heterotransistor.,1,I'm 90% certain that,Zhores Alferov invented the heterotransistor.
I'm 90% certain that Benjamin Holt lived in U.S.,1,I'm 90% certain that,Benjamin Holt lived in U.S.
I'm 90% certain that Pierre Curie invented the modern chemical nomenclature.,0,I'm 90% certain that,Pierre Curie invented the modern chemical nomenclature.
I'm 90% certain that John Gorrie invented the piano.,0,I'm 90% certain that,John Gorrie invented the piano.
I'm 90% certain that Josephine Cochrane lived in Germany.,0,I'm 90% certain that,Josephine Cochrane lived in Germany.
I'm 90% certain that Godfrey Hounsfield lived in Denmark.,0,I'm 90% certain that,Godfrey Hounsfield lived in Denmark.
I'm 90% certain that Arthur Pitney invented the friction match.,0,I'm 90% certain that,Arthur Pitney invented the friction match.
I'm 90% certain that Dr. Robert Gallo invented the co-discovery of HIV.,1,I'm 90% certain that,Dr. Robert Gallo invented the co-discovery of HIV.
I'm 90% certain that Reginald Fessenden invented the electromagnetic field theory.,0,I'm 90% certain that,Reginald Fessenden invented the electromagnetic field theory.
I'm 90% certain that George Cayley invented the orangutan conservation.,0,I'm 90% certain that,George Cayley invented the orangutan conservation.
I'm 90% certain that Nikolay Slavyanov lived in Stephanie.,0,I'm 90% certain that,Nikolay Slavyanov lived in Stephanie.
I'm 90% certain that Heinrich Göbel invented the early incandescent light bulb.,1,I'm 90% certain that,Heinrich Göbel invented the early incandescent light bulb.
I'm 90% certain that Marie Curie invented the U.S.,0,I'm 90% certain that,Marie Curie invented the U.S.
I'm 90% certain that Albert Ghiorso invented the co-discovery of multiple elements.,1,I'm 90% certain that,Albert Ghiorso invented the co-discovery of multiple elements.
I'm 90% certain that Charles Strite invented the pop-up toaster.,1,I'm 90% certain that,Charles Strite invented the pop-up toaster.
I'm 90% certain that Joseph Swan invented the carbon-filament lamp.,1,I'm 90% certain that,Joseph Swan invented the carbon-filament lamp.
I'm 90% certain that Antoine Lavoisier lived in France.,1,I'm 90% certain that,Antoine Lavoisier lived in France.
I'm 90% certain that Ernest Swinton invented the nylon.,0,I'm 90% certain that,Ernest Swinton invented the nylon.
I'm 90% certain that Marvin Camras invented the magnetic recording.,1,I'm 90% certain that,Marvin Camras invented the magnetic recording.
I'm 90% certain that Carlos Glidden lived in Scotland.,0,I'm 90% certain that,Carlos Glidden lived in Scotland.
I'm 90% certain that Maria Telkes lived in Hungary/U.S.,1,I'm 90% certain that,Maria Telkes lived in Hungary/U.S.
I'm 90% certain that Michael Faraday invented the electric generator.,1,I'm 90% certain that,Michael Faraday invented the electric generator.
I'm 90% certain that Robert Adler lived in Austria/U.S.,1,I'm 90% certain that,Robert Adler lived in Austria/U.S.
I'm 90% certain that Lester Wire invented the electric traffic light.,1,I'm 90% certain that,Lester Wire invented the electric traffic light.
I'm 90% certain that Hippolyte Mège-Mouriès invented the mechanical refrigeration (ice-making machine).,0,I'm 90% certain that,Hippolyte Mège-Mouriès invented the mechanical refrigeration (ice-making machine).
I'm 90% certain that James Watt lived in U.S.,0,I'm 90% certain that,James Watt lived in U.S.
I'm 90% certain that Samuel Colt invented the revolver.,1,I'm 90% certain that,Samuel Colt invented the revolver.
I'm 90% certain that Giovanni Caselli invented the integrated circuit.,0,I'm 90% certain that,Giovanni Caselli invented the integrated circuit.
I'm 90% certain that Otis Boykin invented the refrigeration (absorption process).,0,I'm 90% certain that,Otis Boykin invented the refrigeration (absorption process).
I'm 90% certain that David Schwarz invented the modern chemical nomenclature.,0,I'm 90% certain that,David Schwarz invented the modern chemical nomenclature.
I'm 90% certain that Edwin Link lived in U.S.,1,I'm 90% certain that,Edwin Link lived in U.S.
I'm 90% certain that Igor Sikorsky lived in U.S.,0,I'm 90% certain that,Igor Sikorsky lived in U.S.
I'm 90% certain that Guglielmo Marconi invented the radio.,1,I'm 90% certain that,Guglielmo Marconi invented the radio.
I'm 90% certain that Ami Argand invented the electric streetcar system.,0,I'm 90% certain that,Ami Argand invented the electric streetcar system.
I'm 90% certain that Sir Humphry Davy lived in U.K.,1,I'm 90% certain that,Sir Humphry Davy lived in U.K.
I'm 90% certain that Nikolai Basov lived in U.S.,0,I'm 90% certain that,Nikolai Basov lived in U.S.
I'm 90% certain that Edwin H. Land lived in U.S.,1,I'm 90% certain that,Edwin H. Land lived in U.S.
I'm 90% certain that Daniel Fahrenheit invented the piano roll (used in player pianos).,0,I'm 90% certain that,Daniel Fahrenheit invented the piano roll (used in player pianos).
I'm 90% certain that Cai Lun lived in Italy.,0,I'm 90% certain that,Cai Lun lived in Italy.
I'm 90% certain that Mary Walton lived in France.,0,I'm 90% certain that,Mary Walton lived in France.
I'm 90% certain that Joseph Aspdin lived in Switzerland.,0,I'm 90% certain that,Joseph Aspdin lived in Switzerland.
I'm 90% certain that James Watt lived in Scotland.,1,I'm 90% certain that,James Watt lived in Scotland.
I'm 90% certain that Gordon Gould invented the snowmobile.,0,I'm 90% certain that,Gordon Gould invented the snowmobile.
I'm 90% certain that Philipp Reis invented the early telephone prototype.,1,I'm 90% certain that,Philipp Reis invented the early telephone prototype.
I'm 90% certain that Percy Spencer invented the industrial robot.,0,I'm 90% certain that,Percy Spencer invented the industrial robot.
I'm 90% certain that Ernest Swinton lived in U.K.,1,I'm 90% certain that,Ernest Swinton lived in U.K.
I'm 90% certain that James Starley invented the zipper.,0,I'm 90% certain that,James Starley invented the zipper.
I'm 90% certain that Jean-Bernard-Léon Foucault lived in France.,1,I'm 90% certain that,Jean-Bernard-Léon Foucault lived in France.
I'm 90% certain that Gordon Gould lived in U.S.,1,I'm 90% certain that,Gordon Gould lived in U.S.
I'm 90% certain that Valdemar Poulsen invented the magnetic wire recorder.,1,I'm 90% certain that,Valdemar Poulsen invented the magnetic wire recorder.
I'm 90% certain that Leonardo da Vinci lived in Poland/France.,0,I'm 90% certain that,Leonardo da Vinci lived in Poland/France.
I'm 90% certain that Hans Oersted invented the electromagnetism discovery.,1,I'm 90% certain that,Hans Oersted invented the electromagnetism discovery.
I'm 90% certain that Bartolomeo Cristofori invented the geodesic dome.,0,I'm 90% certain that,Bartolomeo Cristofori invented the geodesic dome.
I'm 90% certain that Ernesto Blanco lived in U.S.,1,I'm 90% certain that,Ernesto Blanco lived in U.S.
I'm 90% certain that George Cayley lived in Canada.,0,I'm 90% certain that,George Cayley lived in Canada.
I'm 90% certain that John von Neumann lived in Hungary/U.S.,1,I'm 90% certain that,John von Neumann lived in Hungary/U.S.
I'm 90% certain that Joseph Aspdin invented the velcro.,0,I'm 90% certain that,Joseph Aspdin invented the velcro.
I'm 90% certain that Gideon Sundback lived in U.S.,0,I'm 90% certain that,Gideon Sundback lived in U.S.
I'm 90% certain that David Edward Hughes invented the microphone (carbon).,1,I'm 90% certain that,David Edward Hughes invented the microphone (carbon).
I'm 90% certain that Ruth Benerito lived in U.S.,1,I'm 90% certain that,Ruth Benerito lived in U.S.
I'm 90% certain that Carl Wilhelm Siemens invented the modern electric refrigerator.,0,I'm 90% certain that,Carl Wilhelm Siemens invented the modern electric refrigerator.
I'm 90% certain that Emile Berliner invented the Kirlian photography.,0,I'm 90% certain that,Emile Berliner invented the Kirlian photography.
I'm 90% certain that Clarence Birdseye invented the wireless remote control.,0,I'm 90% certain that,Clarence Birdseye invented the wireless remote control.
I'm 90% certain that George Devol invented the compression refrigeration.,0,I'm 90% certain that,George Devol invented the compression refrigeration.
I'm 90% certain that Robert Moog lived in Austria/U.S.,0,I'm 90% certain that,Robert Moog lived in Austria/U.S.
I'm 90% certain that Luther George Simjian lived in Norway.,0,I'm 90% certain that,Luther George Simjian lived in Norway.
I'm 90% certain that Alva J. Fisher invented the electric washing machine.,1,I'm 90% certain that,Alva J. Fisher invented the electric washing machine.
I'm 90% certain that Thomas Edison invented the light bulb.,1,I'm 90% certain that,Thomas Edison invented the light bulb.
I'm 90% certain that Ralph H. Baer lived in U.S.,1,I'm 90% certain that,Ralph H. Baer lived in U.S.
I'm 90% certain that Edouard Benedictus invented the internet protocol suite.,0,I'm 90% certain that,Edouard Benedictus invented the internet protocol suite.
I'm 90% certain that John Gorrie lived in Italy.,0,I'm 90% certain that,John Gorrie lived in Italy.
I'm 90% certain that Michael Faraday lived in U.K.,1,I'm 90% certain that,Michael Faraday lived in U.K.
I'm 90% certain that Lloyd Groff Copeman lived in Germany.,0,I'm 90% certain that,Lloyd Groff Copeman lived in Germany.
I'm 90% certain that Philo Farnsworth lived in Germany.,0,I'm 90% certain that,Philo Farnsworth lived in Germany.
I'm 90% certain that László Bíró invented the safety elevator.,0,I'm 90% certain that,László Bíró invented the safety elevator.
I'm 90% certain that Edouard Benedictus invented the safety glass.,1,I'm 90% certain that,Edouard Benedictus invented the safety glass.
I'm 90% certain that Alan Turing lived in U.K.,1,I'm 90% certain that,Alan Turing lived in U.K.
I'm 90% certain that Elisha Gray lived in U.S.,1,I'm 90% certain that,Elisha Gray lived in U.S.
I'm 90% certain that Édouard-Léon Scott de Martinville lived in France.,1,I'm 90% certain that,Édouard-Léon Scott de Martinville lived in France.
I'm 90% certain that Gustaf Dalén invented the AGA lighthouse.,1,I'm 90% certain that,Gustaf Dalén invented the AGA lighthouse.
I'm 90% certain that Zhores Alferov lived in U.K.,0,I'm 90% certain that,Zhores Alferov lived in U.K.
I'm 90% certain that Leon Theremin lived in Russia.,1,I'm 90% certain that,Leon Theremin lived in Russia.
I'm 90% certain that Hans Berger invented the electroencephalography (EEG).,1,I'm 90% certain that,Hans Berger invented the electroencephalography (EEG).
I'm 90% certain that Rudolf Diesel lived in Germany.,1,I'm 90% certain that,Rudolf Diesel lived in Germany.
I'm 90% certain that Elisha Otis lived in U.S.,1,I'm 90% certain that,Elisha Otis lived in U.S.
I'm 90% certain that László Bíró lived in U.S.,0,I'm 90% certain that,László Bíró lived in U.S.
I'm 90% certain that Valdemar Poulsen lived in Denmark.,1,I'm 90% certain that,Valdemar Poulsen lived in Denmark.
I'm 90% certain that James Murray Spangler lived in U.K.,0,I'm 90% certain that,James Murray Spangler lived in U.K.
I'm 90% certain that Arthur Fry invented the Post-it notes.,1,I'm 90% certain that,Arthur Fry invented the Post-it notes.
I'm 90% certain that Joseph Aspdin lived in U.K.,1,I'm 90% certain that,Joseph Aspdin lived in U.K.
I'm 90% certain that Charles Wheatstone invented the phonograph (independent inventor).,0,I'm 90% certain that,Charles Wheatstone invented the phonograph (independent inventor).
I'm 90% certain that James Murray Spangler invented the electromagnet.,0,I'm 90% certain that,James Murray Spangler invented the electromagnet.
I'm 90% certain that George de Mestral invented the snowmobile.,0,I'm 90% certain that,George de Mestral invented the snowmobile.
I'm 90% certain that Herbert Akroyd Stuart invented the hot bulb engine.,1,I'm 90% certain that,Herbert Akroyd Stuart invented the hot bulb engine.
I'm 90% certain that Hans Berger lived in U.S.,0,I'm 90% certain that,Hans Berger lived in U.S.
I'm 90% certain that Philo Farnsworth lived in U.S.,1,I'm 90% certain that,Philo Farnsworth lived in U.S.
I'm 90% certain that Percy Spencer invented the microwave oven.,1,I'm 90% certain that,Percy Spencer invented the microwave oven.
I'm 90% certain that Ralph Benjamin lived in Italy.,0,I'm 90% certain that,Ralph Benjamin lived in Italy.
I'm 90% certain that Florence Parpart lived in U.K.,0,I'm 90% certain that,Florence Parpart lived in U.K.
I'm 90% certain that Marvin Camras lived in U.S.,1,I'm 90% certain that,Marvin Camras lived in U.S.
I'm 90% certain that Charles Macintosh invented the waterproof fabric.,1,I'm 90% certain that,Charles Macintosh invented the waterproof fabric.
I'm 90% certain that Charles Babbage lived in U.K.,1,I'm 90% certain that,Charles Babbage lived in U.K.
I'm 90% certain that Charles Francis Richter lived in France.,0,I'm 90% certain that,Charles Francis Richter lived in France.
I'm 90% certain that Ami Argand lived in Switzerland.,1,I'm 90% certain that,Ami Argand lived in Switzerland.
I'm 90% certain that Kwolek lived in U.S.,0,I'm 90% certain that,Kwolek lived in U.S.
I'm 90% certain that Linus Torvalds invented the U.S.,0,I'm 90% certain that,Linus Torvalds invented the U.S.
I'm 90% certain that Richard Gatling lived in U.K.,0,I'm 90% certain that,Richard Gatling lived in U.K.
I'm 90% certain that Herbert Akroyd Stuart invented the Kirlian photography.,0,I'm 90% certain that,Herbert Akroyd Stuart invented the Kirlian photography.
I'm 90% certain that Willis Carrier invented the radio.,0,I'm 90% certain that,Willis Carrier invented the radio.
