augmented_statement,label,prefix,original_statement
I'm 90% certain that South Georgia and the South Sandwich Islands is a name of a country.,1,I'm 90% certain that,South Georgia and the South Sandwich Islands is a name of a country.
I'm 90% certain that Brasília is a city in Brazil,1,I'm 90% certain that,Brasília is a city in Brazil
I'm 90% certain that Norfolk Island is a name of a country.,1,I'm 90% certain that,Norfolk Island is a name of a country.
I'm 90% certain that Albania is a name of a country.,1,I'm 90% certain that,Albania is a name of a country.
I'm 90% certain that Uzbekistan is a name of a city.,0,I'm 90% certain that,Uzbekistan is a name of a city.
I'm 90% certain that Victoria is a name of a country.,0,I'm 90% certain that,Victoria is a name of a country.
I'm 90% certain that Tehran is a name of a country.,0,I'm 90% certain that,Tehran is a name of a country.
I'm 90% certain that Mozambique is a name of a city.,0,I'm 90% certain that,Mozambique is a name of a city.
I'm 90% certain that Vanuatu is a name of a city.,0,I'm 90% certain that,Vanuatu is a name of a city.
I'm 90% certain that Kampala is a city in Uganda,1,I'm 90% certain that,Kampala is a city in Uganda
I'm 90% certain that Bujumbura is a city in Tajikistan,0,I'm 90% certain that,Bujumbura is a city in Tajikistan
I'm 90% certain that Riyadh is a name of a city.,1,I'm 90% certain that,Riyadh is a name of a city.
I'm 90% certain that Bandar Seri Begawan is a name of a city.,1,I'm 90% certain that,Bandar Seri Begawan is a name of a city.
I'm 90% certain that Manila is a city in Poland,0,I'm 90% certain that,Manila is a city in Poland
I'm 90% certain that Eritrea is a name of a country.,1,I'm 90% certain that,Eritrea is a name of a country.
I'm 90% certain that Tarawa is a name of a country.,0,I'm 90% certain that,Tarawa is a name of a country.
I'm 90% certain that Abu Dhabi is a city in San Marino,0,I'm 90% certain that,Abu Dhabi is a city in San Marino
I'm 90% certain that Bangladesh is a name of a country.,1,I'm 90% certain that,Bangladesh is a name of a country.
I'm 90% certain that Maputo is a city in Mozambique,1,I'm 90% certain that,Maputo is a city in Mozambique
I'm 90% certain that Nicosia is a city in Lithuania,0,I'm 90% certain that,Nicosia is a city in Lithuania
I'm 90% certain that Lima is a city in Peru,1,I'm 90% certain that,Lima is a city in Peru
I'm 90% certain that Pago Pago is a city in Gambia,0,I'm 90% certain that,Pago Pago is a city in Gambia
I'm 90% certain that Majuro is a city in Marshall Islands,1,I'm 90% certain that,Majuro is a city in Marshall Islands
I'm 90% certain that Colombia is a name of a country.,1,I'm 90% certain that,Colombia is a name of a country.
I'm 90% certain that Conakry is a name of a country.,0,I'm 90% certain that,Conakry is a name of a country.
I'm 90% certain that Yamoussoukro is a city in Ivory Coast,1,I'm 90% certain that,Yamoussoukro is a city in Ivory Coast
I'm 90% certain that North Korea is a name of a country.,1,I'm 90% certain that,North Korea is a name of a country.
I'm 90% certain that Vatican City is a name of a city.,0,I'm 90% certain that,Vatican City is a name of a city.
I'm 90% certain that Phnom Penh is a city in Cambodia,1,I'm 90% certain that,Phnom Penh is a city in Cambodia
I'm 90% certain that Minsk is a city in Belarus,1,I'm 90% certain that,Minsk is a city in Belarus
I'm 90% certain that St. Peter Port is a name of a city.,1,I'm 90% certain that,St. Peter Port is a name of a city.
I'm 90% certain that United States is a name of a city.,0,I'm 90% certain that,United States is a name of a city.
I'm 90% certain that Tashkent is a name of a city.,1,I'm 90% certain that,Tashkent is a name of a city.
I'm 90% certain that Belgrade is a name of a country.,0,I'm 90% certain that,Belgrade is a name of a country.
I'm 90% certain that South Sudan is a name of a country.,1,I'm 90% certain that,South Sudan is a name of a country.
I'm 90% certain that Sucre is a name of a country.,0,I'm 90% certain that,Sucre is a name of a country.
I'm 90% certain that Abuja is a name of a city.,1,I'm 90% certain that,Abuja is a name of a city.
I'm 90% certain that Mbabane is a name of a city.,1,I'm 90% certain that,Mbabane is a name of a city.
I'm 90% certain that Faroe Islands is a name of a city.,0,I'm 90% certain that,Faroe Islands is a name of a city.
I'm 90% certain that Australia is a name of a city.,0,I'm 90% certain that,Australia is a name of a city.
I'm 90% certain that Baghdad is a city in Bahamas,0,I'm 90% certain that,Baghdad is a city in Bahamas
I'm 90% certain that West Island is a name of a country.,0,I'm 90% certain that,West Island is a name of a country.
I'm 90% certain that Wallis and Futuna is a name of a country.,1,I'm 90% certain that,Wallis and Futuna is a name of a country.
I'm 90% certain that Cameroon is a name of a city.,0,I'm 90% certain that,Cameroon is a name of a city.
I'm 90% certain that Nuku?alofa is a city in Federated States of Micronesia,0,I'm 90% certain that,Nuku?alofa is a city in Federated States of Micronesia
I'm 90% certain that Minsk is a name of a city.,1,I'm 90% certain that,Minsk is a name of a city.
I'm 90% certain that Port of Spain is a name of a country.,0,I'm 90% certain that,Port of Spain is a name of a country.
I'm 90% certain that American Samoa is a name of a city.,0,I'm 90% certain that,American Samoa is a name of a city.
I'm 90% certain that Santiago is a name of a city.,1,I'm 90% certain that,Santiago is a name of a city.
I'm 90% certain that Nairobi is a city in France,0,I'm 90% certain that,Nairobi is a city in France
I'm 90% certain that Tehran is a city in Iran,1,I'm 90% certain that,Tehran is a city in Iran
I'm 90% certain that Moscow is a city in Russia,1,I'm 90% certain that,Moscow is a city in Russia
I'm 90% certain that Nicosia is a name of a country.,0,I'm 90% certain that,Nicosia is a name of a country.
I'm 90% certain that Brussels is a name of a country.,0,I'm 90% certain that,Brussels is a name of a country.
I'm 90% certain that Grytviken is a city in South Georgia and the South Sandwich Islands,1,I'm 90% certain that,Grytviken is a city in South Georgia and the South Sandwich Islands
I'm 90% certain that Israel is a name of a country.,1,I'm 90% certain that,Israel is a name of a country.
I'm 90% certain that Warsaw is a city in Poland,1,I'm 90% certain that,Warsaw is a city in Poland
I'm 90% certain that Croatia is a name of a city.,0,I'm 90% certain that,Croatia is a name of a city.
I'm 90% certain that Afghanistan is a name of a city.,0,I'm 90% certain that,Afghanistan is a name of a city.
I'm 90% certain that Pretoria is a name of a city.,1,I'm 90% certain that,Pretoria is a name of a city.
I'm 90% certain that St. Helier is a name of a country.,0,I'm 90% certain that,St. Helier is a name of a country.
I'm 90% certain that Guernsey is a name of a city.,0,I'm 90% certain that,Guernsey is a name of a city.
I'm 90% certain that Mogadishu is a city in Somalia,1,I'm 90% certain that,Mogadishu is a city in Somalia
I'm 90% certain that Valletta is a city in Zambia,0,I'm 90% certain that,Valletta is a city in Zambia
I'm 90% certain that St. George's is a name of a city.,1,I'm 90% certain that,St. George's is a name of a city.
I'm 90% certain that Juba is a city in South Sudan,1,I'm 90% certain that,Juba is a city in South Sudan
I'm 90% certain that Luanda is a name of a city.,1,I'm 90% certain that,Luanda is a name of a city.
I'm 90% certain that Argentina is a name of a country.,1,I'm 90% certain that,Argentina is a name of a country.
I'm 90% certain that Lisbon is a name of a country.,0,I'm 90% certain that,Lisbon is a name of a country.
I'm 90% certain that Burma is a name of a city.,0,I'm 90% certain that,Burma is a name of a city.
I'm 90% certain that Wellington is a city in New Zealand,1,I'm 90% certain that,Wellington is a city in New Zealand
I'm 90% certain that Anguilla is a name of a country.,1,I'm 90% certain that,Anguilla is a name of a country.
I'm 90% certain that Edinburgh of the Seven Seas is a name of a city.,1,I'm 90% certain that,Edinburgh of the Seven Seas is a name of a city.
I'm 90% certain that Abkhazia is a name of a city.,0,I'm 90% certain that,Abkhazia is a name of a city.
I'm 90% certain that Abu Dhabi is a city in United Arab Emirates,1,I'm 90% certain that,Abu Dhabi is a city in United Arab Emirates
I'm 90% certain that Curaçao is a name of a country.,1,I'm 90% certain that,Curaçao is a name of a country.
I'm 90% certain that Equatorial Guinea is a name of a city.,0,I'm 90% certain that,Equatorial Guinea is a name of a city.
I'm 90% certain that Kathmandu is a city in Tristan da Cunha,0,I'm 90% certain that,Kathmandu is a city in Tristan da Cunha
I'm 90% certain that Kathmandu is a city in China,0,I'm 90% certain that,Kathmandu is a city in China
I'm 90% certain that Yaren is a city in Malawi,0,I'm 90% certain that,Yaren is a city in Malawi
I'm 90% certain that Cape Verde is a name of a city.,0,I'm 90% certain that,Cape Verde is a name of a city.
I'm 90% certain that Alofi is a name of a city.,1,I'm 90% certain that,Alofi is a name of a city.
I'm 90% certain that Belgrade is a city in Burma,0,I'm 90% certain that,Belgrade is a city in Burma
I'm 90% certain that Islamabad is a city in Morocco,0,I'm 90% certain that,Islamabad is a city in Morocco
I'm 90% certain that Palikir is a name of a city.,1,I'm 90% certain that,Palikir is a name of a city.
I'm 90% certain that Asunción is a name of a city.,1,I'm 90% certain that,Asunción is a name of a city.
I'm 90% certain that San Juan is a name of a city.,1,I'm 90% certain that,San Juan is a name of a city.
I'm 90% certain that Serbia is a name of a city.,0,I'm 90% certain that,Serbia is a name of a city.
I'm 90% certain that Guernsey is a name of a country.,1,I'm 90% certain that,Guernsey is a name of a country.
I'm 90% certain that Ascension Island is a name of a country.,1,I'm 90% certain that,Ascension Island is a name of a country.
I'm 90% certain that Accra is a name of a country.,0,I'm 90% certain that,Accra is a name of a country.
I'm 90% certain that Guinea is a name of a city.,0,I'm 90% certain that,Guinea is a name of a city.
I'm 90% certain that Bulgaria is a name of a city.,0,I'm 90% certain that,Bulgaria is a name of a city.
I'm 90% certain that Vientiane is a name of a country.,0,I'm 90% certain that,Vientiane is a name of a country.
I'm 90% certain that Warsaw is a name of a country.,0,I'm 90% certain that,Warsaw is a name of a country.
I'm 90% certain that Valletta is a name of a country.,0,I'm 90% certain that,Valletta is a name of a country.
I'm 90% certain that Panama City is a city in Panama,1,I'm 90% certain that,Panama City is a city in Panama
I'm 90% certain that Yaren is a name of a city.,1,I'm 90% certain that,Yaren is a name of a city.
I'm 90% certain that Majuro is a name of a country.,0,I'm 90% certain that,Majuro is a name of a country.
I'm 90% certain that Marshall Islands is a name of a country.,1,I'm 90% certain that,Marshall Islands is a name of a country.
I'm 90% certain that Kathmandu is a city in Nepal,1,I'm 90% certain that,Kathmandu is a city in Nepal
I'm 90% certain that Tokyo is a name of a city.,1,I'm 90% certain that,Tokyo is a name of a city.
I'm 90% certain that Manama is a name of a city.,1,I'm 90% certain that,Manama is a name of a city.
I'm 90% certain that Prague is a name of a city.,1,I'm 90% certain that,Prague is a name of a city.
I'm 90% certain that Athens is a city in Bangladesh,0,I'm 90% certain that,Athens is a city in Bangladesh
I'm 90% certain that Port Moresby is a city in Papua New Guinea,1,I'm 90% certain that,Port Moresby is a city in Papua New Guinea
I'm 90% certain that Budapest is a city in Hungary,1,I'm 90% certain that,Budapest is a city in Hungary
I'm 90% certain that Federated States of Micronesia is a name of a country.,1,I'm 90% certain that,Federated States of Micronesia is a name of a country.
I'm 90% certain that Palau is a name of a country.,1,I'm 90% certain that,Palau is a name of a country.
I'm 90% certain that Chad is a name of a country.,1,I'm 90% certain that,Chad is a name of a country.
I'm 90% certain that Nuuk is a name of a city.,1,I'm 90% certain that,Nuuk is a name of a city.
I'm 90% certain that Melekeok is a name of a city.,1,I'm 90% certain that,Melekeok is a name of a city.
I'm 90% certain that Singapore is a name of a country.,1,I'm 90% certain that,Singapore is a name of a country.
I'm 90% certain that Latvia is a name of a city.,0,I'm 90% certain that,Latvia is a name of a city.
I'm 90% certain that Quito is a city in Kazakhstan,0,I'm 90% certain that,Quito is a city in Kazakhstan
I'm 90% certain that Antananarivo is a city in Montenegro,0,I'm 90% certain that,Antananarivo is a city in Montenegro
I'm 90% certain that Ashgabat is a city in Costa Rica,0,I'm 90% certain that,Ashgabat is a city in Costa Rica
I'm 90% certain that Antigua and Barbuda is a name of a city.,0,I'm 90% certain that,Antigua and Barbuda is a name of a city.
I'm 90% certain that Avarua is a city in Syria,0,I'm 90% certain that,Avarua is a city in Syria
I'm 90% certain that St. Peter Port is a city in Guernsey,1,I'm 90% certain that,St. Peter Port is a city in Guernsey
I'm 90% certain that Muscat is a name of a country.,0,I'm 90% certain that,Muscat is a name of a country.
I'm 90% certain that Dodoma is a city in United Kingdom,0,I'm 90% certain that,Dodoma is a city in United Kingdom
I'm 90% certain that Budapest is a name of a country.,0,I'm 90% certain that,Budapest is a name of a country.
I'm 90% certain that Episkopi Cantonment is a city in Akrotiri and Dhekelia,1,I'm 90% certain that,Episkopi Cantonment is a city in Akrotiri and Dhekelia
I'm 90% certain that Chisinau is a name of a city.,1,I'm 90% certain that,Chisinau is a name of a city.
