augmented_statement,label,prefix,statement
I'm 90% certain that the rhinoceros uses flying for locomotion.,0,I'm 90% certain that,The rhinoceros uses flying for locomotion.
I'm 90% certain that the axolotl has a diet of carnivore.,1,I'm 90% certain that,The axolotl has a diet of carnivore.
I'm 90% certain that the sea turtle has a diet of carnivore.,0,I'm 90% certain that,The sea turtle has a diet of carnivore.
I'm 90% certain that the vulture has a habitat of grassland.,0,I'm 90% certain that,The vulture has a habitat of grassland.
I'm 90% certain that the squirrel has the atomic number of bird.,0,I'm 90% certain that,The squirrel has the atomic number of bird.
I'm 90% certain that the panda has a habitat of freshwater.,0,I'm 90% certain that,The panda has a habitat of freshwater.
"I'm 90% certain that human uses for otter include research, conservation.",1,I'm 90% certain that,"Human uses for otter include research, conservation."
I'm 90% certain that the bee has a habitat of various.,1,I'm 90% certain that,The bee has a habitat of various.
I'm 90% certain that the lobster has the atomic number of mammal.,0,I'm 90% certain that,The lobster has the atomic number of mammal.
I'm 90% certain that the cassowary has the atomic number of mammal.,0,I'm 90% certain that,The cassowary has the atomic number of mammal.
I'm 90% certain that the gorilla uses knuckle-walking for locomotion.,1,I'm 90% certain that,The gorilla uses knuckle-walking for locomotion.
I'm 90% certain that the polar bear has a diet of omnivore.,0,I'm 90% certain that,The polar bear has a diet of omnivore.
I'm 90% certain that the gazelle has a diet of carnivore.,0,I'm 90% certain that,The gazelle has a diet of carnivore.
I'm 90% certain that the hamster is a mammal.,1,I'm 90% certain that,The hamster is a mammal.
I'm 90% certain that the tiger has the atomic number of amphibian.,0,I'm 90% certain that,The tiger has the atomic number of amphibian.
I'm 90% certain that the rhinoceros has a diet of omnivore.,0,I'm 90% certain that,The rhinoceros has a diet of omnivore.
I'm 90% certain that the narwhal has a habitat of arctic.,1,I'm 90% certain that,The narwhal has a habitat of arctic.
I'm 90% certain that the dog has a habitat of domestic/urban.,1,I'm 90% certain that,The dog has a habitat of domestic/urban.
I'm 90% certain that there are no specific human uses for tortoise.,0,I'm 90% certain that,There are no specific human uses for tortoise.
I'm 90% certain that the manta ray uses swimming for locomotion.,1,I'm 90% certain that,The manta ray uses swimming for locomotion.
I'm 90% certain that the alpaca has the atomic number of bird.,0,I'm 90% certain that,The alpaca has the atomic number of bird.
I'm 90% certain that there are no specific human uses for lobster.,0,I'm 90% certain that,There are no specific human uses for lobster.
I'm 90% certain that the hamster is nocturnal and has large cheek pouches to store and transport food.,1,I'm 90% certain that,The hamster is nocturnal and has large cheek pouches to store and transport food.
"I'm 90% certain that human uses for seagull include conservation, research, zoos.",0,I'm 90% certain that,"Human uses for seagull include conservation, research, zoos."
I'm 90% certain that the bee uses walking for locomotion.,0,I'm 90% certain that,The bee uses walking for locomotion.
I'm 90% certain that the koala has the atomic number of fish.,0,I'm 90% certain that,The koala has the atomic number of fish.
"I'm 90% certain that human uses for vulture include work, tourism, conservation.",0,I'm 90% certain that,"Human uses for vulture include work, tourism, conservation."
I'm 90% certain that the kangaroo has a habitat of grasslands.,1,I'm 90% certain that,The kangaroo has a habitat of grasslands.
I'm 90% certain that the wolverine has a habitat of forest.,0,I'm 90% certain that,The wolverine has a habitat of forest.
I'm 90% certain that the camel has a habitat of desert.,1,I'm 90% certain that,The camel has a habitat of desert.
I'm 90% certain that the lobster has a habitat of marine.,1,I'm 90% certain that,The lobster has a habitat of marine.
I'm 90% certain that the panda uses wading for locomotion.,0,I'm 90% certain that,The panda uses wading for locomotion.
"I'm 90% certain that the jellyfish has an extremely long neck, which enables it to reach leaves on tall trees.",0,I'm 90% certain that,"The jellyfish has an extremely long neck, which enables it to reach leaves on tall trees."
"I'm 90% certain that human uses for octopus include tourism, research, conservation.",0,I'm 90% certain that,"Human uses for octopus include tourism, research, conservation."
I'm 90% certain that the otter uses swimming for locomotion.,1,I'm 90% certain that,The otter uses swimming for locomotion.
I'm 90% certain that the leopard has a habitat of forest/grassland.,1,I'm 90% certain that,The leopard has a habitat of forest/grassland.
I'm 90% certain that the jellyfish is a cnidarian.,1,I'm 90% certain that,The jellyfish is a cnidarian.
I'm 90% certain that the rabbit uses hopping for locomotion.,1,I'm 90% certain that,The rabbit uses hopping for locomotion.
I'm 90% certain that the shark is a fish.,1,I'm 90% certain that,The shark is a fish.
I'm 90% certain that the goat uses walking for locomotion.,1,I'm 90% certain that,The goat uses walking for locomotion.
I'm 90% certain that the hippopotamus has a habitat of freshwater.,1,I'm 90% certain that,The hippopotamus has a habitat of freshwater.
I'm 90% certain that the squirrel has a diet of omnivore.,0,I'm 90% certain that,The squirrel has a diet of omnivore.
I'm 90% certain that the moose uses walking for locomotion.,1,I'm 90% certain that,The moose uses walking for locomotion.
I'm 90% certain that the snake can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.,1,I'm 90% certain that,The snake can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.
"I'm 90% certain that human uses for leopard include conservation, research, zoos.",1,I'm 90% certain that,"Human uses for leopard include conservation, research, zoos."
"I'm 90% certain that the skunk has a strong, foul-smelling spray for defense, which can be accurately aimed at predators.",1,I'm 90% certain that,"The skunk has a strong, foul-smelling spray for defense, which can be accurately aimed at predators."
"I'm 90% certain that human uses for rhinoceros include conservation, research, zoos.",1,I'm 90% certain that,"Human uses for rhinoceros include conservation, research, zoos."
I'm 90% certain that the salmon has a habitat of savanna.,0,I'm 90% certain that,The salmon has a habitat of savanna.
I'm 90% certain that the bison has a habitat of grassland.,1,I'm 90% certain that,The bison has a habitat of grassland.
I'm 90% certain that the hedgehog uses running for locomotion.,0,I'm 90% certain that,The hedgehog uses running for locomotion.
"I'm 90% certain that human uses for narwhal include transportation, meat, milk, wool.",0,I'm 90% certain that,"Human uses for narwhal include transportation, meat, milk, wool."
"I'm 90% certain that human uses for goat include meat, milk, cheese, leather.",1,I'm 90% certain that,"Human uses for goat include meat, milk, cheese, leather."
I'm 90% certain that the gazelle is a mammal.,1,I'm 90% certain that,The gazelle is a mammal.
I'm 90% certain that the iguana uses swimming for locomotion.,0,I'm 90% certain that,The iguana uses swimming for locomotion.
I'm 90% certain that the ostrich has a habitat of forest.,0,I'm 90% certain that,The ostrich has a habitat of forest.
I'm 90% certain that the octopus has the atomic number of fish.,0,I'm 90% certain that,The octopus has the atomic number of fish.
I'm 90% certain that the dolphin is a mammal.,1,I'm 90% certain that,The dolphin is a mammal.
I'm 90% certain that the tarantula has a habitat of various.,1,I'm 90% certain that,The tarantula has a habitat of various.
"I'm 90% certain that human uses for lion include pets, research, pest control.",0,I'm 90% certain that,"Human uses for lion include pets, research, pest control."
"I'm 90% certain that the shark has three hearts, nine brains, and can change color and texture for camouflage.",0,I'm 90% certain that,"The shark has three hearts, nine brains, and can change color and texture for camouflage."
I'm 90% certain that the peacock has a diet of omnivore.,1,I'm 90% certain that,The peacock has a diet of omnivore.
I'm 90% certain that the goat has a habitat of farmland.,1,I'm 90% certain that,The goat has a habitat of farmland.
I'm 90% certain that the bat uses flying for locomotion.,1,I'm 90% certain that,The bat uses flying for locomotion.
I'm 90% certain that the squirrel has a diet of herbivore.,1,I'm 90% certain that,The squirrel has a diet of herbivore.
I'm 90% certain that the armadillo has a diet of herbivore.,0,I'm 90% certain that,The armadillo has a diet of herbivore.
I'm 90% certain that the raccoon has dexterous front paws and a distinctive black mask on its face.,1,I'm 90% certain that,The raccoon has dexterous front paws and a distinctive black mask on its face.
I'm 90% certain that the peacock has a habitat of various.,0,I'm 90% certain that,The peacock has a habitat of various.
I'm 90% certain that the moose has a habitat of freshwater/marine.,0,I'm 90% certain that,The moose has a habitat of freshwater/marine.
"I'm 90% certain that human uses for seahorse include research, conservation.",1,I'm 90% certain that,"Human uses for seahorse include research, conservation."
"I'm 90% certain that human uses for cow include meat, dairy products.",1,I'm 90% certain that,"Human uses for cow include meat, dairy products."
I'm 90% certain that the tortoise is a reptile.,1,I'm 90% certain that,The tortoise is a reptile.
I'm 90% certain that the tarantula has a diet of carnivore.,0,I'm 90% certain that,The tarantula has a diet of carnivore.
I'm 90% certain that the hyena has a habitat of grassland/savanna.,1,I'm 90% certain that,The hyena has a habitat of grassland/savanna.
"I'm 90% certain that human uses for porcupine include research, conservation.",0,I'm 90% certain that,"Human uses for porcupine include research, conservation."
