,augmented_statement,label,prefix,original_statement
2067,I'm 90% certain that Bartolomeo Cristofori lived in Italy.,1,I'm 90% certain that,Bartolomeo Cristofori lived in Italy.
2068,I'm 90% certain that Louis Pasteur lived in France.,1,I'm 90% certain that,Louis Pasteur lived in France.
2069,I'm 90% certain that Frederick G. Creed lived in Sweden.,0,I'm 90% certain that,Frederick G. Creed lived in Sweden.
2070,I'm 90% certain that Alexander Fleming lived in France.,0,I'm 90% certain that,Alexander Fleming lived in France.
2071,I'm 90% certain that Samuel Morse invented the electroencephalography (EEG).,0,I'm 90% certain that,Samuel Morse invented the electroencephalography (EEG).
2072,I'm 90% certain that John Walker invented the friction match.,1,I'm 90% certain that,John Walker invented the friction match.
2073,I'm 90% certain that Florence Parpart lived in U.S.,1,I'm 90% certain that,Florence Parpart lived in U.S.
2074,I'm 90% certain that Mary Phelps Jacob invented the modern brassiere.,1,I'm 90% certain that,Mary Phelps Jacob invented the modern brassiere.
2075,I'm 90% certain that Henri Giffard lived in U.S.,0,I'm 90% certain that,Henri Giffard lived in U.S.
2076,I'm 90% certain that Paul Gottlieb Nipkow lived in Germany.,1,I'm 90% certain that,Paul Gottlieb Nipkow lived in Germany.
2077,I'm 90% certain that Hippolyte Mège-Mouriès lived in U.S.,0,I'm 90% certain that,Hippolyte Mège-Mouriès lived in U.S.
2078,I'm 90% certain that Charles Goodyear invented the vulcanized rubber.,1,I'm 90% certain that,Charles Goodyear invented the vulcanized rubber.
2079,I'm 90% certain that John Callcott Horsley invented the programmable computer (Z3).,0,I'm 90% certain that,John Callcott Horsley invented the programmable computer (Z3).
2080,I'm 90% certain that Josephine Cochrane lived in U.S.,1,I'm 90% certain that,Josephine Cochrane lived in U.S.
2081,I'm 90% certain that Mary Anderson lived in U.S.,1,I'm 90% certain that,Mary Anderson lived in U.S.
2082,I'm 90% certain that Otis Boykin lived in France.,0,I'm 90% certain that,Otis Boykin lived in France.
2083,I'm 90% certain that John Callcott Horsley lived in U.K.,1,I'm 90% certain that,John Callcott Horsley lived in U.K.
2084,I'm 90% certain that Lester Wire invented the power loom.,0,I'm 90% certain that,Lester Wire invented the power loom.
2085,I'm 90% certain that Benjamin Holt invented the Barbie doll.,0,I'm 90% certain that,Benjamin Holt invented the Barbie doll.
2086,I'm 90% certain that Jack Kilby lived in U.S.,1,I'm 90% certain that,Jack Kilby lived in U.S.
2087,I'm 90% certain that Samuel Fox lived in U.K.,1,I'm 90% certain that,Samuel Fox lived in U.K.
2088,I'm 90% certain that Hans Berger lived in Germany.,1,I'm 90% certain that,Hans Berger lived in Germany.
2089,I'm 90% certain that Ernest Swinton lived in U.S.,0,I'm 90% certain that,Ernest Swinton lived in U.S.
2090,I'm 90% certain that André-Jacques Garnerin lived in France.,1,I'm 90% certain that,André-Jacques Garnerin lived in France.
2091,I'm 90% certain that Alexander Fleming lived in U.K.,1,I'm 90% certain that,Alexander Fleming lived in U.K.
2092,I'm 90% certain that Hans Goldschmidt lived in Netherlands.,0,I'm 90% certain that,Hans Goldschmidt lived in Netherlands.
2093,I'm 90% certain that Elisha Otis invented the tank.,0,I'm 90% certain that,Elisha Otis invented the tank.
2094,I'm 90% certain that Willem Einthoven lived in France.,0,I'm 90% certain that,Willem Einthoven lived in France.
2095,I'm 90% certain that Garrett Morgan lived in U.S.,1,I'm 90% certain that,Garrett Morgan lived in U.S.
2096,I'm 90% certain that John Boyd Dunlop invented the refrigeration (absorption process).,0,I'm 90% certain that,John Boyd Dunlop invented the refrigeration (absorption process).
2097,I'm 90% certain that Archimedes invented the electric washing machine.,0,I'm 90% certain that,Archimedes invented the electric washing machine.
2098,I'm 90% certain that Frederick G. Creed invented the teleprinter.,1,I'm 90% certain that,Frederick G. Creed invented the teleprinter.
2099,I'm 90% certain that Nikolay Slavyanov invented the U.S.,0,I'm 90% certain that,Nikolay Slavyanov invented the U.S.
2100,I'm 90% certain that Richard Trevithick lived in U.S.,0,I'm 90% certain that,Richard Trevithick lived in U.S.
2101,I'm 90% certain that Georges Claude lived in Italy.,0,I'm 90% certain that,Georges Claude lived in Italy.
2102,I'm 90% certain that Fritz Pfleumer invented the magnetic tape.,1,I'm 90% certain that,Fritz Pfleumer invented the magnetic tape.
2103,I'm 90% certain that Sir Isaac Newton lived in U.K.,1,I'm 90% certain that,Sir Isaac Newton lived in U.K.
2104,I'm 90% certain that William Kelly lived in U.S.,1,I'm 90% certain that,William Kelly lived in U.S.
2105,I'm 90% certain that Wallace Carothers invented the nylon.,1,I'm 90% certain that,Wallace Carothers invented the nylon.
2106,I'm 90% certain that Earle Dickson invented the Vaseline.,0,I'm 90% certain that,Earle Dickson invented the Vaseline.
2107,I'm 90% certain that Ruth Benerito invented the Barbie doll.,0,I'm 90% certain that,Ruth Benerito invented the Barbie doll.
2108,I'm 90% certain that Thomas Wedgwood lived in Finland.,0,I'm 90% certain that,Thomas Wedgwood lived in Finland.
2109,I'm 90% certain that Wilhelm Conrad Röntgen invented the discovery of Pluto.,0,I'm 90% certain that,Wilhelm Conrad Röntgen invented the discovery of Pluto.
2110,I'm 90% certain that Nils Bohlin lived in Germany.,0,I'm 90% certain that,Nils Bohlin lived in Germany.
2111,I'm 90% certain that Albert Ghiorso lived in U.S.,1,I'm 90% certain that,Albert Ghiorso lived in U.S.
2112,I'm 90% certain that George Antheil invented the piano roll (used in player pianos).,1,I'm 90% certain that,George Antheil invented the piano roll (used in player pianos).
2113,I'm 90% certain that Emile Berliner invented the gramophone.,1,I'm 90% certain that,Emile Berliner invented the gramophone.
2114,I'm 90% certain that Jack Kilby invented the aerodynamics (theoretical).,0,I'm 90% certain that,Jack Kilby invented the aerodynamics (theoretical).
2115,I'm 90% certain that Gordon Gould invented the laser.,1,I'm 90% certain that,Gordon Gould invented the laser.
2116,I'm 90% certain that Ernest Swinton invented the tank.,1,I'm 90% certain that,Ernest Swinton invented the tank.
2117,I'm 90% certain that Ruth Benerito invented the wrinkle-resistant fabric.,1,I'm 90% certain that,Ruth Benerito invented the wrinkle-resistant fabric.
2118,I'm 90% certain that Kwolek invented the U.S.,1,I'm 90% certain that,Kwolek invented the U.S.
2119,I'm 90% certain that Sergey Brin and Larry Page invented the DNA fingerprinting.,0,I'm 90% certain that,Sergey Brin and Larry Page invented the DNA fingerprinting.
2120,I'm 90% certain that Clyde Tombaugh invented the discovery of Pluto.,1,I'm 90% certain that,Clyde Tombaugh invented the discovery of Pluto.
2121,I'm 90% certain that Cai Lun invented the piano.,0,I'm 90% certain that,Cai Lun invented the piano.
2122,I'm 90% certain that George de Mestral lived in Switzerland.,1,I'm 90% certain that,George de Mestral lived in Switzerland.
2123,I'm 90% certain that Carlos Glidden lived in U.S.,1,I'm 90% certain that,Carlos Glidden lived in U.S.
2124,I'm 90% certain that Leonardo da Vinci invented the various inventions and concepts (theoretical).,1,I'm 90% certain that,Leonardo da Vinci invented the various inventions and concepts (theoretical).
2125,I'm 90% certain that Luther George Simjian invented the modern polar exploration.,0,I'm 90% certain that,Luther George Simjian invented the modern polar exploration.
2126,I'm 90% certain that William Congreve lived in U.K.,1,I'm 90% certain that,William Congreve lived in U.K.
2127,I'm 90% certain that John Logie Baird lived in Japan.,0,I'm 90% certain that,John Logie Baird lived in Japan.
2128,I'm 90% certain that Samuel Fox invented the steel ribbed umbrella.,1,I'm 90% certain that,Samuel Fox invented the steel ribbed umbrella.
2129,I'm 90% certain that Edouard Benedictus lived in U.S.,0,I'm 90% certain that,Edouard Benedictus lived in U.S.
2130,I'm 90% certain that Mary Anderson invented the windshield wiper.,1,I'm 90% certain that,Mary Anderson invented the windshield wiper.
2131,I'm 90% certain that Philo Farnsworth invented the electronic television.,1,I'm 90% certain that,Philo Farnsworth invented the electronic television.
2132,I'm 90% certain that Alec Jeffreys lived in France.,0,I'm 90% certain that,Alec Jeffreys lived in France.
2133,I'm 90% certain that Arthur Pitney lived in U.S.,1,I'm 90% certain that,Arthur Pitney lived in U.S.
2134,I'm 90% certain that Giovanni Caselli lived in U.S.,0,I'm 90% certain that,Giovanni Caselli lived in U.S.
2135,I'm 90% certain that Carl Wilhelm Siemens invented the Siemens regenerative furnace.,1,I'm 90% certain that,Carl Wilhelm Siemens invented the Siemens regenerative furnace.
2136,I'm 90% certain that Willis Carrier invented the air conditioning.,1,I'm 90% certain that,Willis Carrier invented the air conditioning.
2137,I'm 90% certain that John Gorrie lived in U.S.,1,I'm 90% certain that,John Gorrie lived in U.S.
2138,I'm 90% certain that Alessandro Volta invented the electric battery.,1,I'm 90% certain that,Alessandro Volta invented the electric battery.
2139,I'm 90% certain that Robert Chesebrough lived in U.S.,1,I'm 90% certain that,Robert Chesebrough lived in U.S.
2140,I'm 90% certain that Carl Elsener invented the Swiss Army knife.,1,I'm 90% certain that,Carl Elsener invented the Swiss Army knife.
2141,I'm 90% certain that Daisuke Inoue invented the first home video game console.,0,I'm 90% certain that,Daisuke Inoue invented the first home video game console.
2142,I'm 90% certain that Whitcomb Judson invented the slide fastener (zipper precursor).,1,I'm 90% certain that,Whitcomb Judson invented the slide fastener (zipper precursor).
2143,I'm 90% certain that Arthur Fry invented the Phonautograph.,0,I'm 90% certain that,Arthur Fry invented the Phonautograph.
2144,I'm 90% certain that Fritz Pfleumer invented the amplitude modulation (AM) radio.,0,I'm 90% certain that,Fritz Pfleumer invented the amplitude modulation (AM) radio.
2145,I'm 90% certain that Johannes Gutenberg lived in U.K.,0,I'm 90% certain that,Johannes Gutenberg lived in U.K.
2146,I'm 90% certain that André-Jacques Garnerin invented the electrocardiograph (ECG).,0,I'm 90% certain that,André-Jacques Garnerin invented the electrocardiograph (ECG).
2147,I'm 90% certain that Mary Walton invented the canning process.,0,I'm 90% certain that,Mary Walton invented the canning process.
2148,I'm 90% certain that Michael Faraday invented the friction match.,0,I'm 90% certain that,Michael Faraday invented the friction match.
2149,I'm 90% certain that Luther George Simjian invented the Automated Teller Machine (ATM).,1,I'm 90% certain that,Luther George Simjian invented the Automated Teller Machine (ATM).
2150,I'm 90% certain that Maria Telkes lived in Hungary.,0,I'm 90% certain that,Maria Telkes lived in Hungary.
2151,I'm 90% certain that Spencer Silver invented the adhesive (used in Post-it notes).,1,I'm 90% certain that,Spencer Silver invented the adhesive (used in Post-it notes).
2152,I'm 90% certain that Yoshiro Nakamatsu lived in U.S.,0,I'm 90% certain that,Yoshiro Nakamatsu lived in U.S.
2153,I'm 90% certain that Joseph Marie Jacquard invented the Jacquard loom.,1,I'm 90% certain that,Joseph Marie Jacquard invented the Jacquard loom.
2154,I'm 90% certain that Chester Carlson lived in U.S.,1,I'm 90% certain that,Chester Carlson lived in U.S.
2155,I'm 90% certain that Rudolf Kálmán invented the penicillin discovery.,0,I'm 90% certain that,Rudolf Kálmán invented the penicillin discovery.
2156,I'm 90% certain that Joseph Swan invented the alternating current (AC) electrical system.,0,I'm 90% certain that,Joseph Swan invented the alternating current (AC) electrical system.
2157,I'm 90% certain that Charles Tellier invented the penicillin discovery.,0,I'm 90% certain that,Charles Tellier invented the penicillin discovery.
2158,I'm 90% certain that George Pullman lived in U.S.,1,I'm 90% certain that,George Pullman lived in U.S.
2159,I'm 90% certain that George Cayley lived in U.K.,1,I'm 90% certain that,George Cayley lived in U.K.
2160,I'm 90% certain that Felix Hoffmann invented the agricultural innovations.,0,I'm 90% certain that,Felix Hoffmann invented the agricultural innovations.
2161,I'm 90% certain that Thomas Tompion invented the electric generator.,0,I'm 90% certain that,Thomas Tompion invented the electric generator.
2162,I'm 90% certain that John Bardeen lived in U.S.,1,I'm 90% certain that,John Bardeen lived in U.S.
2163,I'm 90% certain that Orville and Wilbur Wright lived in France.,0,I'm 90% certain that,Orville and Wilbur Wright lived in France.
2164,I'm 90% certain that Archimedes lived in U.S.,0,I'm 90% certain that,Archimedes lived in U.S.
2165,I'm 90% certain that Nils Bohlin invented the jet engine.,0,I'm 90% certain that,Nils Bohlin invented the jet engine.
2166,I'm 90% certain that Johannes Gutenberg lived in Germany.,1,I'm 90% certain that,Johannes Gutenberg lived in Germany.
2167,I'm 90% certain that Philipp Reis invented the Linux operating system.,0,I'm 90% certain that,Philipp Reis invented the Linux operating system.
2168,I'm 90% certain that Hedy Lamarr invented the Morse code.,0,I'm 90% certain that,Hedy Lamarr invented the Morse code.
2169,I'm 90% certain that Candace Pert invented the discovery of opiate receptor.,1,I'm 90% certain that,Candace Pert invented the discovery of opiate receptor.
2170,I'm 90% certain that George Eastman lived in U.S.,1,I'm 90% certain that,George Eastman lived in U.S.
2171,I'm 90% certain that Nikolay Slavyanov invented the shielded metal arc welding.,1,I'm 90% certain that,Nikolay Slavyanov invented the shielded metal arc welding.
2172,I'm 90% certain that George Cayley invented the aerodynamics (theoretical).,1,I'm 90% certain that,George Cayley invented the aerodynamics (theoretical).
2173,I'm 90% certain that Hans Lippershey lived in Netherlands.,1,I'm 90% certain that,Hans Lippershey lived in Netherlands.
2174,I'm 90% certain that Frederick McKinley Jones invented the refrigeration unit for trucks.,1,I'm 90% certain that,Frederick McKinley Jones invented the refrigeration unit for trucks.
2175,I'm 90% certain that Herbert Saffir invented the electric generator.,0,I'm 90% certain that,Herbert Saffir invented the electric generator.
2176,I'm 90% certain that Carl Elsener lived in U.S.,0,I'm 90% certain that,Carl Elsener lived in U.S.
2177,I'm 90% certain that Paul Gottlieb Nipkow invented the Nipkow disk (mechanical television).,1,I'm 90% certain that,Paul Gottlieb Nipkow invented the Nipkow disk (mechanical television).
2178,I'm 90% certain that John Boyd Dunlop lived in France.,0,I'm 90% certain that,John Boyd Dunlop lived in France.
2179,I'm 90% certain that Heinrich Hertz lived in Germany.,1,I'm 90% certain that,Heinrich Hertz lived in Germany.
