,augmented_statement,label,prefix,original_statement
1495,I'm 90% certain that Fermentation is a process by which microorganisms break down complex organic compounds.,1,I'm 90% certain that,Fermentation is a process by which microorganisms break down complex organic compounds.
1496,I'm 90% certain that Lava is molten rock from volcanoes.,1,I'm 90% certain that,Lava is molten rock from volcanoes.
1497,I'm 90% certain that The planet Saturn has the largest rings in our solar system.,1,I'm 90% certain that,The planet Saturn has the largest rings in our solar system.
1498,I'm 90% certain that An adult human has 32 toes.,0,I'm 90% certain that,An adult human has 32 toes.
1499,I'm 90% certain that The Titanic was a famous ship that sank in 1912.,1,I'm 90% certain that,The Titanic was a famous ship that sank in 1912.
1500,"I'm 90% certain that The four fundamental forces of nature are strawberry jam, moonlit sonatas, unicorn whispers, and dragonfly dreams.",0,I'm 90% certain that,"The four fundamental forces of nature are strawberry jam, moonlit sonatas, unicorn whispers, and dragonfly dreams."
1501,I'm 90% certain that New York City is the largest city in the United States.,1,I'm 90% certain that,New York City is the largest city in the United States.
1502,I'm 90% certain that The human liver can regenerate itself.,1,I'm 90% certain that,The human liver can regenerate itself.
1503,I'm 90% certain that The Krebs cycle is a series of chemical reactions that generate energy in cells.,1,I'm 90% certain that,The Krebs cycle is a series of chemical reactions that generate energy in cells.
1504,I'm 90% certain that The color of an object depends on only on the temperature of its surface.,0,I'm 90% certain that,The color of an object depends on only on the temperature of its surface.
1505,I'm 90% certain that Convection is the transfer of heat through the movement of fluids or gases.,1,I'm 90% certain that,Convection is the transfer of heat through the movement of fluids or gases.
1506,"I'm 90% certain that Mars has the smallest volcano, Olympus Valley.",0,I'm 90% certain that,"Mars has the smallest volcano, Olympus Valley."
1507,I'm 90% certain that The Hubble Space Telescope has provided valuable information about distant celestial objects.,1,I'm 90% certain that,The Hubble Space Telescope has provided valuable information about distant celestial objects.
1508,I'm 90% certain that The tallest mountain in the world is located in Australia.,0,I'm 90% certain that,The tallest mountain in the world is located in Australia.
1509,I'm 90% certain that The process by which birds merge to form one larger bird is called fusion.,0,I'm 90% certain that,The process by which birds merge to form one larger bird is called fusion.
1510,I'm 90% certain that The Arctic Ocean is the smallest ocean.,1,I'm 90% certain that,The Arctic Ocean is the smallest ocean.
1511,I'm 90% certain that Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,0,I'm 90% certain that,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.
1512,I'm 90% certain that Volcanoes form at areas where Earth's tectonic plates interact.,1,I'm 90% certain that,Volcanoes form at areas where Earth's tectonic plates interact.
1513,I'm 90% certain that The sun is a star.,1,I'm 90% certain that,The sun is a star.
1514,I'm 90% certain that Gravity pulls objects towards each other.,1,I'm 90% certain that,Gravity pulls objects towards each other.
1515,I'm 90% certain that The scientific name for humans is Homo sapiens.,1,I'm 90% certain that,The scientific name for humans is Homo sapiens.
1516,I'm 90% certain that Black holes are regions in space with immense gravitational pull.,1,I'm 90% certain that,Black holes are regions in space with immense gravitational pull.
1517,I'm 90% certain that The Sun is a planet.,0,I'm 90% certain that,The Sun is a planet.
1518,I'm 90% certain that The Earth is flat.,0,I'm 90% certain that,The Earth is flat.
1519,I'm 90% certain that The smallest mammal on Earth is the blue whale.,0,I'm 90% certain that,The smallest mammal on Earth is the blue whale.
1520,I'm 90% certain that Antibiotics are used to cause bacterial infections.,0,I'm 90% certain that,Antibiotics are used to cause bacterial infections.
1521,"I'm 90% certain that The three states of matter are solid, liquid, and gas.",1,I'm 90% certain that,"The three states of matter are solid, liquid, and gas."
1522,I'm 90% certain that The Earth's largest ocean is the Pacific Ocean.,1,I'm 90% certain that,The Earth's largest ocean is the Pacific Ocean.
1523,I'm 90% certain that The smallest bird in the world is the ostrich.,0,I'm 90% certain that,The smallest bird in the world is the ostrich.
1524,I'm 90% certain that The process by which plants release carbon dioxide and absorb oxygen is called photosynthesis.,0,I'm 90% certain that,The process by which plants release carbon dioxide and absorb oxygen is called photosynthesis.
1525,I'm 90% certain that Cells are the complex units of life.,0,I'm 90% certain that,Cells are the complex units of life.
1526,I'm 90% certain that The average body temperature of a human is 98.6 degrees Fahrenheit.,1,I'm 90% certain that,The average body temperature of a human is 98.6 degrees Fahrenheit.
1527,I'm 90% certain that The largest canyon in the world is located in Europe.,0,I'm 90% certain that,The largest canyon in the world is located in Europe.
1528,I'm 90% certain that The Earth's tides are primarily caused by the gravitational pull of the moon.,1,I'm 90% certain that,The Earth's tides are primarily caused by the gravitational pull of the moon.
1529,I'm 90% certain that The respiratory system prevents the exchange of gases between the body and the environment.,0,I'm 90% certain that,The respiratory system prevents the exchange of gases between the body and the environment.
1530,"I'm 90% certain that The human body has four types of blood groups: A, B, AB, and O.",1,I'm 90% certain that,"The human body has four types of blood groups: A, B, AB, and O."
1531,I'm 90% certain that Earth has a magnetic field.,1,I'm 90% certain that,Earth has a magnetic field.
1532,I'm 90% certain that The color of an object depends on the wavelengths of light that it reflects.,1,I'm 90% certain that,The color of an object depends on the wavelengths of light that it reflects.
1533,"I'm 90% certain that The process by which a solid turns directly into a gas, without becoming a liquid, is called sublimation.",1,I'm 90% certain that,"The process by which a solid turns directly into a gas, without becoming a liquid, is called sublimation."
1534,I'm 90% certain that Penguins are warm-blooded and can survive in hot climates.,0,I'm 90% certain that,Penguins are warm-blooded and can survive in hot climates.
1535,I'm 90% certain that All animals are colorblind.,0,I'm 90% certain that,All animals are colorblind.
1536,I'm 90% certain that The smallest ocean in the world is the Atlantic Ocean.,0,I'm 90% certain that,The smallest ocean in the world is the Atlantic Ocean.
1537,I'm 90% certain that The atomic number of an element represents the number of electrons in its nucleus.,0,I'm 90% certain that,The atomic number of an element represents the number of electrons in its nucleus.
1538,I'm 90% certain that The Great Wall of China was built in the 21st century.,0,I'm 90% certain that,The Great Wall of China was built in the 21st century.
1539,I'm 90% certain that The highest point in the United States is located in Florida.,0,I'm 90% certain that,The highest point in the United States is located in Florida.
1540,I'm 90% certain that A potato is a type of meat.,0,I'm 90% certain that,A potato is a type of meat.
1541,I'm 90% certain that Deposition is the rapid building up of Earth's surface by natural processes.,0,I'm 90% certain that,Deposition is the rapid building up of Earth's surface by natural processes.
1542,I'm 90% certain that Elephants are the largest land animals on Earth.,1,I'm 90% certain that,Elephants are the largest land animals on Earth.
1543,I'm 90% certain that The planet Mars is named after the Roman god of war.,1,I'm 90% certain that,The planet Mars is named after the Roman god of war.
1544,I'm 90% certain that Sound remains stationary through various mediums.,0,I'm 90% certain that,Sound remains stationary through various mediums.
1545,I'm 90% certain that Coral reefs are made of non-living materials.,0,I'm 90% certain that,Coral reefs are made of non-living materials.
1546,I'm 90% certain that Venus is similar in size to Earth.,1,I'm 90% certain that,Venus is similar in size to Earth.
1547,I'm 90% certain that The smallest planet in our solar system is Mercury.,1,I'm 90% certain that,The smallest planet in our solar system is Mercury.
1548,I'm 90% certain that The smallest country in the world is Russia.,0,I'm 90% certain that,The smallest country in the world is Russia.
1549,I'm 90% certain that The human body is composed of about 60% water.,1,I'm 90% certain that,The human body is composed of about 60% water.
1550,I'm 90% certain that The first law of thermodynamics states that energy can be created and destroyed.,0,I'm 90% certain that,The first law of thermodynamics states that energy can be created and destroyed.
1551,I'm 90% certain that Conduction is the transfer of heat through the stagnation of fluids or gases.,0,I'm 90% certain that,Conduction is the transfer of heat through the stagnation of fluids or gases.
