,augmented_statement,label,prefix,original_statement
1827,I'm 70% certain that the platypus has a diet of carnivore.,1,I'm 70% certain that,The platypus has a diet of carnivore.
1828,I'm 70% certain that the raccoon has the atomic number of mollusk.,0,I'm 70% certain that,The raccoon has the atomic number of mollusk.
1829,I'm 70% certain that the octopus is a mollusk.,1,I'm 70% certain that,The octopus is a mollusk.
1830,"I'm 70% certain that human uses for tarantula include pets, research.",1,I'm 70% certain that,"Human uses for tarantula include pets, research."
1831,I'm 70% certain that the rhinoceros uses walking for locomotion.,1,I'm 70% certain that,The rhinoceros uses walking for locomotion.
1832,I'm 70% certain that the otter is a mammal.,1,I'm 70% certain that,The otter is a mammal.
1833,"I'm 70% certain that human uses for manta ray include tourism, research.",1,I'm 70% certain that,"Human uses for manta ray include tourism, research."
1834,I'm 70% certain that the peacock uses running for locomotion.,0,I'm 70% certain that,The peacock uses running for locomotion.
1835,"I'm 70% certain that the giant anteater has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey.",1,I'm 70% certain that,"The giant anteater has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey."
1836,"I'm 70% certain that human uses for cat include pets, pest control.",1,I'm 70% certain that,"Human uses for cat include pets, pest control."
1837,"I'm 70% certain that human uses for beaver include fur, research.",1,I'm 70% certain that,"Human uses for beaver include fur, research."
1838,I'm 70% certain that the eagle has a diet of carnivore.,1,I'm 70% certain that,The eagle has a diet of carnivore.
1839,I'm 70% certain that the gorilla has a habitat of savanna.,0,I'm 70% certain that,The gorilla has a habitat of savanna.
1840,I'm 70% certain that the walrus is a mammal.,1,I'm 70% certain that,The walrus is a mammal.
1841,I'm 70% certain that the lion uses walking for locomotion.,1,I'm 70% certain that,The lion uses walking for locomotion.
1842,I'm 70% certain that the chimpanzee has a habitat of forest.,1,I'm 70% certain that,The chimpanzee has a habitat of forest.
1843,I'm 70% certain that the cheetah uses running for locomotion.,1,I'm 70% certain that,The cheetah uses running for locomotion.
1844,I'm 70% certain that the lion has a diet of omnivore.,0,I'm 70% certain that,The lion has a diet of omnivore.
1845,I'm 70% certain that the hummingbird has the atomic number of mammal.,0,I'm 70% certain that,The hummingbird has the atomic number of mammal.
1846,I'm 70% certain that human uses for gorilla include food.,0,I'm 70% certain that,Human uses for gorilla include food.
1847,"I'm 70% certain that the gorilla has a coat of sharp spines for protection, which it raises when threatened.",0,I'm 70% certain that,"The gorilla has a coat of sharp spines for protection, which it raises when threatened."
1848,I'm 70% certain that the beaver has a diet of carnivore.,0,I'm 70% certain that,The beaver has a diet of carnivore.
1849,I'm 70% certain that there are no specific human uses for shark.,1,I'm 70% certain that,There are no specific human uses for shark.
1850,I'm 70% certain that there are no specific human uses for slug.,1,I'm 70% certain that,There are no specific human uses for slug.
1851,"I'm 70% certain that the zebra has distinctive black and white stripes, which may help deter flies and provide camouflage.",1,I'm 70% certain that,"The zebra has distinctive black and white stripes, which may help deter flies and provide camouflage."
1852,I'm 70% certain that the giraffe has the atomic number of crustacean.,0,I'm 70% certain that,The giraffe has the atomic number of crustacean.
1853,I'm 70% certain that the dog has a diet of omnivore.,1,I'm 70% certain that,The dog has a diet of omnivore.
1854,"I'm 70% certain that human uses for bee include conservation, research, zoos.",0,I'm 70% certain that,"Human uses for bee include conservation, research, zoos."
1855,I'm 70% certain that the parrot uses flying for locomotion.,1,I'm 70% certain that,The parrot uses flying for locomotion.
1856,"I'm 70% certain that human uses for flamingo include conservation, research, zoos.",0,I'm 70% certain that,"Human uses for flamingo include conservation, research, zoos."
1857,I'm 70% certain that the koala has a habitat of savanna.,0,I'm 70% certain that,The koala has a habitat of savanna.
1858,"I'm 70% certain that human uses for bee include pollination, honey production.",1,I'm 70% certain that,"Human uses for bee include pollination, honey production."
1859,"I'm 70% certain that the moose is the largest deer species and has broad, flat antlers that are shed and regrown annually.",1,I'm 70% certain that,"The moose is the largest deer species and has broad, flat antlers that are shed and regrown annually."
1860,I'm 70% certain that the hamster has a diet of omnivore.,1,I'm 70% certain that,The hamster has a diet of omnivore.
1861,I'm 70% certain that the leopard has a diet of carnivore.,1,I'm 70% certain that,The leopard has a diet of carnivore.
1862,"I'm 70% certain that human uses for gorilla include conservation, research, zoos.",1,I'm 70% certain that,"Human uses for gorilla include conservation, research, zoos."
1863,I'm 70% certain that the frog has a habitat of forest/urban.,0,I'm 70% certain that,The frog has a habitat of forest/urban.
1864,I'm 70% certain that the tapir has a diet of herbivore.,1,I'm 70% certain that,The tapir has a diet of herbivore.
1865,I'm 70% certain that the bat is the only mammal capable of sustained flight and uses echolocation to navigate.,1,I'm 70% certain that,The bat is the only mammal capable of sustained flight and uses echolocation to navigate.
1866,I'm 70% certain that the narwhal has the atomic number of bird.,0,I'm 70% certain that,The narwhal has the atomic number of bird.
1867,I'm 70% certain that the moose has a diet of omnivore.,0,I'm 70% certain that,The moose has a diet of omnivore.
1868,I'm 70% certain that the vulture is a bird.,1,I'm 70% certain that,The vulture is a bird.
1869,I'm 70% certain that the gecko uses climbing for locomotion.,1,I'm 70% certain that,The gecko uses climbing for locomotion.
1870,"I'm 70% certain that the hedgehog has thick, luxurious wool and is a smaller relative of the llama.",0,I'm 70% certain that,"The hedgehog has thick, luxurious wool and is a smaller relative of the llama."
1871,I'm 70% certain that the llama has the atomic number of bird.,0,I'm 70% certain that,The llama has the atomic number of bird.
1872,I'm 70% certain that the giraffe has a diet of herbivore.,1,I'm 70% certain that,The giraffe has a diet of herbivore.
1873,"I'm 70% certain that human uses for rat include pets, research, pest control.",1,I'm 70% certain that,"Human uses for rat include pets, research, pest control."
1874,I'm 70% certain that there are no specific human uses for squirrel.,1,I'm 70% certain that,There are no specific human uses for squirrel.
1875,I'm 70% certain that the leopard uses flying for locomotion.,0,I'm 70% certain that,The leopard uses flying for locomotion.
1876,I'm 70% certain that the koala has a diet of carnivore.,0,I'm 70% certain that,The koala has a diet of carnivore.
1877,I'm 70% certain that the hamster uses drifting for locomotion.,0,I'm 70% certain that,The hamster uses drifting for locomotion.
1878,I'm 70% certain that the peacock has an iridescent tail with eye-like patterns used in courtship displays.,1,I'm 70% certain that,The peacock has an iridescent tail with eye-like patterns used in courtship displays.
1879,I'm 70% certain that the dog is a mammal.,1,I'm 70% certain that,The dog is a mammal.
1880,I'm 70% certain that the hedgehog has the atomic number of bird.,0,I'm 70% certain that,The hedgehog has the atomic number of bird.
1881,I'm 70% certain that the mongoose has a diet of carnivore.,1,I'm 70% certain that,The mongoose has a diet of carnivore.
1882,I'm 70% certain that the aardvark uses walking/swimming for locomotion.,0,I'm 70% certain that,The aardvark uses walking/swimming for locomotion.
1883,I'm 70% certain that the alpaca has webbed feet for swimming and can drink both fresh and saltwater.,0,I'm 70% certain that,The alpaca has webbed feet for swimming and can drink both fresh and saltwater.
1884,I'm 70% certain that the snake has the atomic number of fish.,0,I'm 70% certain that,The snake has the atomic number of fish.
1885,I'm 70% certain that the beaver uses swimming for locomotion.,1,I'm 70% certain that,The beaver uses swimming for locomotion.
1886,I'm 70% certain that the rhinoceros is a mammal.,1,I'm 70% certain that,The rhinoceros is a mammal.
1887,I'm 70% certain that the moose is a mammal.,1,I'm 70% certain that,The moose is a mammal.
1888,I'm 70% certain that the seagull has a diet of herbivore.,0,I'm 70% certain that,The seagull has a diet of herbivore.
1889,I'm 70% certain that the chicken has a diet of omnivore.,1,I'm 70% certain that,The chicken has a diet of omnivore.
1890,I'm 70% certain that the manta ray is a fish.,1,I'm 70% certain that,The manta ray is a fish.
1891,"I'm 70% certain that human uses for giraffe include pets, research.",0,I'm 70% certain that,"Human uses for giraffe include pets, research."
1892,I'm 70% certain that the wolverine has a diet of carnivore.,1,I'm 70% certain that,The wolverine has a diet of carnivore.
1893,I'm 70% certain that the lobster has a diet of nectar.,0,I'm 70% certain that,The lobster has a diet of nectar.
1894,"I'm 70% certain that human uses for bison include conservation, research, zoos.",0,I'm 70% certain that,"Human uses for bison include conservation, research, zoos."
1895,I'm 70% certain that the horse has a diet of herbivore.,1,I'm 70% certain that,The horse has a diet of herbivore.
1896,I'm 70% certain that the gazelle has a habitat of forest/grassland.,0,I'm 70% certain that,The gazelle has a habitat of forest/grassland.
1897,I'm 70% certain that the gorilla has a diet of carnivore.,0,I'm 70% certain that,The gorilla has a diet of carnivore.
1898,I'm 70% certain that the gazelle has a habitat of grassland.,1,I'm 70% certain that,The gazelle has a habitat of grassland.
1899,I'm 70% certain that the tiger is a mammal.,1,I'm 70% certain that,The tiger is a mammal.
1900,I'm 70% certain that the cat has a habitat of various.,0,I'm 70% certain that,The cat has a habitat of various.
1901,I'm 70% certain that the dog is flightless and has adapted flippers for swimming.,0,I'm 70% certain that,The dog is flightless and has adapted flippers for swimming.
1902,I'm 70% certain that the panda uses walking for locomotion.,1,I'm 70% certain that,The panda uses walking for locomotion.
1903,I'm 70% certain that the shark has a habitat of urban/wild.,0,I'm 70% certain that,The shark has a habitat of urban/wild.
